Artist,Song Title,Lyrics
Sugam Pokharel,Swyet Hanshini,"1 ContributorSwyet Hanshini Lyrics[Verse]
ॐ, सरस्वती मया दृष्टा विणा पुस्तक धारीणी
हंशवाहन संयुक्ता विद्या दानं करोतु मे
सरस्वती मया दृष्टा विणा पुस्तक धारीणी
हंशवाहन संयुक्ता श्वेत दानं करोतु मे
एक हातमा विणा, एक हातमा पुस्तक
एक हातमा छ माला
त्यो तिम्रो दिव्य ज्ञानले हेर
उज्यालीयो जग सारा
श्वेत कमलमा बिराजमान तिमी
श्वेत बस्त्र धारिणी
श्वेत हंश कै सवारी तिम्रो
हे हंश वाहिनी
विद्या, वुद्धि, विज्ञान, कला सङ्गीतको ध्वनी
अक्षर आवाज सबै सृष्टिः हुन तिम्रै हे माता जननी

[Chorus]
श्वेत हंशिनी, श्वेत हंशिनी, श्वेत हंशिनी
जय-जय-जय-जय-जय माता महा सरस्वती
श्वेत हंशिनी, श्वेत हंशिनी, श्वेत हंशिनी
जय-जय-जय-जय-जय-जय-जय माता महा सरस्वती

[Bridge]
या देवी सर्वभुतेषु विद्यारूपेणा संस्थिता
या देवी सर्वभुतेषु ज्ञानरूपेणा संस्थिता
नमस्तस्यै, नमस्तस्यै, नमस्तस्यै नमो नमः
You might also like[Chorus]
श्वेत हंशिनी, श्वेत हंशिनी, श्वेत हंशिनी
जय-जय-जय-जय-जय-जय-जय माता महा सरस्वती

[Outro]
विद्याै देही नमस्तुते, विद्याै देही नमस्तुते
विद्याै देही नमस्तुते, विद्याै देही नमस्तुते
विद्याै देही नमस्तुते, विद्याै देही नमस्तुतेEmbed"
Sugam Pokharel,Kasari Samjhau,"1 ContributorTranslationsRomanizationKasari Samjhau Lyrics[Verse 1]
आशै रहेन मनमा
जोशै भएन तनमा
कसरी सम्झाउँ मेरो मनलाई?
कसैले भनि देउन, अब फेरी मलाई यती
मेरो माया हो, मेरो जिन्दगी
सबै नै रखी सके अब मैले बन्धकि

[Chorus]
मेरो मायालाई खेल सम्झि तिमीले खेल्यौ किन?
सधैँ तिम्लाई फूल सम्झे काढाँ बनि घोच्याै किन?
हृदय भरी राखेको थिय तिमीलाई नै आफ्नै ठानि
तरा तिमीले नै एक्लो पर्याै हेर मेरो यो जिन्दगानी

[Post/Pre-Chorus]
कसरी सम्झाउनु मेरो मनलाई?
कसैले भनि देउन, अब फेरी मलाई यती
मेरो माया हो, मेरो जिन्दगी
सबै नै रखी सके अब मैले बन्धकि

[Instrumental Break]
बन्धकि, ooh

[Verse 2]
तिमीलाई नै सम्झि भन्छु मनका यी सबै कुरा
थाहा छ मलाई कहिले हुँदैन्न यी पुरा
तिमीलाई के थाहा-हा होला मेरो मनको कुराहरु?
बिश्वासको के कुरा गर्छाै जब धस्छाै छुराहरू?
You might also like[Post/Pre-Chorus]
कसरी सम्झाउनु मेरो मनलाई?
कसैले भनि देउन, अब फेरी मलाई यती
मेरो माया हो, मेरो जिन्दगी
सबै नै रखी सके अब मैले बन्धकि

[Chorus]
मेरो मायालाई खेल सम्झि तिमीले खेल्यौ किन?
सधैँ तिम्लाई फूल सम्झे काढाँ बनि घोच्याै किन?
हृदय भरी राखेको थिय तिमीलाई नै आफ्नै ठानि
तरा तिमीले नै एक्लो पर्याै हेर मेरो यो जिन्दगानी

[Outro]
कसरी सम्झाउनु मेरो मनलाई? (Ooh)
कसैले भनि देउन, अब फेरी मलाई यती
मेरो माया हो, मेरो जिन्दगी
सबै नै रखी सके अब मैले बन्धकि (हो-हो)
कसरी सम्झाउनु मेरो मनलाई?
कसैले भनि देउन, अब फेरी मलाई यती
मेरो माया हो, मेरो जिन्दगी
सबै नै रखी सके अब मैले बन्धकि (हो-हो)Embed"
Almoda Rana Uprety,Kaile Vetne Khai (K Bachaula Khai),"के बाँचौँला खै, माया? के बाँचौँला खै?
मुटु टुक्रा भए, माया, मुटु टुक्रा भए
के बाँचौँला खै, माया? के बाँचौँला खै?
मुटु टुक्रा भए, माया, मुटु टुक्रा भए
तिमी उता, म यता, कसरी बुझ्नु है?
जिन्दगीले कहाँ पुर्यायो? के गर्ने?
कैले भेट्ने खै? (कैले भेट्ने खै?)
कैले भेट्ने खै? (कैले भेट्ने खै?)
के गरौँला खै, माया? के गरौँला खै?
एक्लै-एक्लै भएँ, माया, एक्लै-एक्लै भएँ
के गरौँला खै, माया? के गरौँला खै?
एक्लै-एक्लै भएँ, माया, एक्लै-एक्लै भएँ
तिमी उता, म यता, कसरी बुझ्नु है?
समयले कहाँ पुर्यायो? के गर्ने?
कैले भेट्ने खै? (कैले भेट्ने खै?)
कैले भेट्ने खै? (कैले भेट्ने खै?)
हिजोको सम्झना
देखेका सपना
ती मीठा यादहरू कसरी बिर्सूँ खै?
के बाँचौँला खै, माया? के बाँचौँला खै?
मुटु टुक्रा भए, माया, मुटु टुक्रा
कैले भेट्ने खै? (कैले भेट्ने खै?)
कैले भेट्ने खै? (कैले भेट्ने खै?)
के बाँचौँला खै?
मुटु टुक्रा भए (मुटु टुक्रा भए)
एक्लै-एक्लै भएँ"
Almoda Rana Uprety,FUNTASTIC (PANI PARYO),"A-A-A-Almoda
लहै (funtastic, funtastic)
लहै (wonderful, wonderful)
लहै
Funtastic, wonderful हुने थियो life
मेरो मनको तालैमा हाने तिमीले dive (लहै)
Funtastic, wonderful हुने थियो life
मेरो मनको तालैमा हाने तिमीले dive
Funtastic, wonderful हुने थियो life
मेरो मनको तालैमा हाने तिमीले dive
एक्लो जीवनको problem भुलेर
एक्लो जीवनको problem भुलेर
हे, आऊ नाचौँ, पातली, झमझमी रुझेर
पानी पर्यो, असिना झर्यो
दाइको रुमाल भाउजूलाई मनपर्यो (ओहोइ, ओहोइ, ओहोइ, आयो!)
पानी पर्यो, असिना झर्यो
दाइको रुमाल भाउजूलाई मनपर्यो
Funtastic, funtastic
Wonderful, wonderful हुने थियो life (लहै)
लहै
लहै
Elastic जस्तै तन्किने मेरो life
मेरो मनको तालैमा नहाने तिमीले dive (लहै)
Elastic जस्तै तन्किने मेरो life
मेरो मनको तालैमा नहाने तिमीले dive
Elastic जस्तै तन्किने मेरो life
मेरो मनको तालैमा नहाने तिमीले dive
राखौँला Facebook मा selfie खिचेर
राखौँला Facebook मा selfie खिचेर
हे, आऊ नाचौँ, पातली, झमझमी रुझेर
पानी पर्यो, असिना झर्यो
दाइको रुमाल भाउजूलाई मनपर्यो (ओहोइ, ओहोइ, ओहोइ, आयो!)
पानी पर्यो, असिना झर्यो
दाइको रुमाल भाउजूलाई मनपर्यो (ओहोइ, ओहोइ, ओहोइ, आयो!)
Funtastic, funtastic
Wonderful, wonderful हुने थियो life (लहै)
लहै
लहै
Happy, happy, तिमी भए happy
Happy, happy, म पनि happy
Happy, happy, तिमी भए happy
Happy, happy, म पनि happy
Happy, happy, तिमी भए happy
Happy, happy, म पनि happy
Happy (happy), happy (happy), तिमी भए happy (तिमी भए happy)
Happy (happy), happy (happy), म पनि happy (एक, दुई, तीन, चार)
पानी पर्यो, असिना झर्यो
दाइको रुमाल भाउजूलाई मनपर्यो (ओहोइ, ओहोइ, ओहोइ, आयो!)
पानी पर्यो, असिना झर्यो
दाइको रुमाल भाउजूलाई मनपर्यो (ओहोइ, ओहोइ, ओहोइ, ओहोइ)
पानी पर्यो, असिना झर्यो
दाइको रुमाल भाउजूलाई मनपर्यो (ओहोइ, ओहोइ, ओहोइ, आयो!)
पानी पर्यो, असिना झर्यो
दाइको रुमाल भाउजूलाई मनपर्यो (ओहोइ, ओहोइ, ओहोइ, ओहोइ)
हुने थियो life..."
Almoda Rana Uprety,Kaile Vetne Khai 2 (Nyasro),"1 ContributorKaile Vetne Khai 2 (Nyasro) Lyrics[Verse 1]
त्यहीँ गल्लीमा हिँड्छु, आउँछु नयाँ केही छैन
सुनाउ न तिमीलाई के भन्नु त्यो नि थाहा छैन
त्यहीँ गल्लीमा हिँड्छु, आउँछु नयाँ केही छैन
कोसिस अझै गर्दै छु तर प्रगति भाछैन
राम्रो ठाउँमा उसले लग्छ होला मैले भन्दा
चिसो तिमी नखाऊ खोकी लाग्छ है, चन्दा

[Chorus]
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?

[Verse 2]
यहीँ बाटोमा सधैँ धाउँछु, नयाँ केही भाछैन
संसार कहाँ पुगी सक्यो रे, कति कुरा थाहा छैन
यहीँ बाटोमा सधैँ धाउँछु, नयाँ केही भाछैन
Guitar यही बजाउँछु तर प्रगति भाछैन

[Pre-Chorus]
राम्रोसँग उसले राख्या होला मैले भन्दा
टाउको दुःख छ, चस्मा लाउन नभुलनु है, चन्दा

[Chorus]
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?
You might also like[Bridge]
एक्लै हुँदा याद आउछ झन्
कसरी बिर्सुँ हाम्रा ति मिठा क्षण?
एक्लै हुँदा याद आउछ झन्
कसरी बिर्सुँ हाम्रा ति मिठा क्षण?

[Pre-Chrous]
राम्रो ब्यहोरा उसले गर्छ होला मैले भन्दा
केश खुल्ला छेड्दा तिमीलाई सुहाउछ है, चन्दा

[Chorus]
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?
आज भोलि हाम्रो कुरा
थोरैथोरै मेरो न्यास्रो
आज भोलि हाम्रो कुरा खासै हुदैन
थोरैथोरै मेरो न्यास्रो लाग्छ कि लाग्दैन?Embed"
Almoda Rana Uprety,Garo Vo,"1 ContributorGaro Vo Lyrics[Verse 1]
झनझन गाह्रो भो, मलाई झनझन गाह्रो भो
तोङवाको मतमा हिँड्न झनझन साह्रो भो
झनझन गाह्रो भो, मलाई झनझन गाह्रो भो
रोसिलो मतमा हिँड्न झनझन साह्रो भो

[Pre-Chorus]
हो, मलाई गाह्रो भो, गाह्रो भो, गाह्रो भो
मलाई गाह्रो भो, गाह्रो भो, गाह्रो भो
साह्रो भो, साह्रो भो, गाह्रो भो, साह्रो भो

[Chorus]
गाह्रो भो, मलाई गाह्रो भो, गाह्रो भो
गाह्रो भो, मलाई गाह्रो भो, गाह्रो भो
गाह्रो भो, मलाई गाह्रो भो, गाह्रो भो
गाह्रो भो, मलाई गाह्रो भो, गाह्रो भो

[Verse 2]
झनझन गाह्रो भो, मलाई झनझन गाह्रो भो
उमेर बित्तै गाको कति चाँडो हो
झनझन गाह्रो भो, मलाई झनझन गाह्रो भो
जोवन ढल्कीगाको कति चाँडो हो

[Chorus]
मलाई गाह्रो भो, गाह्रो भो, गाह्रो भो
मलाई गाह्रो भो, गाह्रो भो, गाह्रो भो
साह्रो भो, साह्रो भो, गाह्रो भो, साह्रो भो
You might also like[Bridge]
लुकीछिपी, लुकीछिपी, लुकीछिपी
लुकी पड्काउँने बानी भो
सुटुक गएर घुटुक सड्काउँने बानी भो
हे, लुकीछिपी, लुकीछिपी, लुकीछिपी
लुकी पड्काउँने बानी भो
सुटुक गएर घुटुक सड्काउँने बानी भो

[Chorus]
मलाई गाह्रो भो, गाह्रो भो, गाह्रो भो
मलाई गाह्रो भो, गाह्रो भो, गाह्रो भो
साह्रो भो, साह्रो भो, गाह्रो भो, साह्रो भो
साह्रो भो, साह्रो भो, गाह्रो भो, साह्रो भोEmbed"
Pariwartan,Bimaan,"आफैलाई नियाली हेरेँ, भीडमा टोलाई हिँडेँ म
तिम्रै सम्झनामा
बिथोलिने मुटु मेरो तिम्रै न्यायो आभासमा
अँगालिन खोज्छु म
हत्केला तिम्रो थाम्न खोज्छु
तिम्लाई सामु पाउन खोज्छु म
तर फेरि
बादलसरि आकाशमा सुल्की उडिरहेको विमान हेर्दै
तिम्लाई सम्झी शब्द कोरी कुरिरहेँ म
कुराकानी अपूरा सधैँ, तर तिम्रै मीठो आवाजमा
निदाउन खोज्छु म
नहोला सामु एकअर्का सधैँ, जहाँ छोड्यौ त्यहीँ कुर्दै म
तिम्रै आशामा
हजारौँ प्रश्न मनमा आँउछन्
मबाहेक अरू कोही पाउँछौ कि?
तर फेरि
सागरसरि मायामा डुबी तैरिरहेको जहाज हेर्दै
तिम्लाई सम्झी शब्द कोरी कुरिरहेँ म
तिम्रो र मेरो कहानी आज किन दूरीपनको उदाहरण भयो?
""टाढा"", ""पर"" शब्द मात्र हुँदो रैछन् जब मुटुले एकअर्कालाई चिन्यो
हराउँछु म आफैभित्र, टोलाउँछु म आफैभित्र
तिम्रै पर्खाइमा, तिम्रै पर्खाइमा
हराउँछु म आफैभित्र, टोलाउँछु म आफैभित्र
तिम्रै पर्खाइमा, तिम्रै पर्खाइमा
आयौ तिमी संसारै छोडी फेरि मेरो यो मनमा"
GXSOUL,Mitho Sapana,"मेरो मिठो सपना बनि आउनु है
बिपनी मा पनि आउनु है
सारा खुशीहरु समेटी
तिम्रो जिवनमा सजाई दिन्छु है
तिमी अब संगै बस ओ मेरी मायालु
पिर ब्यथा तिम्रा अब म तिर सारीदेउ
प्रिती केवल तिमी सँग सधैंनै भरी यो
माया गर्छु तिमीलाई चोखो भन्दै त छु नि हौ
सपनी र बिपनीमा तिमी मेरो अगी हुँछौ
माया दिन खोज्छु तिमीलाई तर किन टाढा जान्छौ
माया मैले दिने हेर नीकै नै चोखो हो
सधैं भरी तिम्रो साथ चहिने अब भो
तिम्रो त्यो प्रबिर्तीले लौन लोभ्यायो नि
उदासिमा मुस्कान लेउन तिमी नै आयौ कि
हर बिहानि तिमी याद बनेर आउछौ नि
छेउ नहुँदा तिमी बढ्छ यो ढुक्ढुकी
ज्ए अह्ह
मेरो मिठो सपना बनि आउनु है
बिपनी मा पनि आउनु है
सारा खुशीहरु समेटी
तिम्रो जिवनमा सजाई दिन्छु है
तिम्रो आँखा भित्र लुकी बस्ने छु
आसुँ बनी झर्‍दीन है
सारा खुशीहरु समेटी
तिम्रो जीवनमा सजाईदिन्छु है
All eyes on me i don't need no intro
When I step up in the house they already know
Its your boy Bullet Flo' keep pushing the tempo
Getting high every night making hoes get low
But this playa chap ain't no playa no more
Feels like I'm lost in the different world
Ain't having much fun maybe Im getting old
There ain't no doubt I'm into you girl
I know, Im the 1 who you like to call
Always when you're feeling like you're about to fall
Even Ima cancel all my schedule
Then rush coz I gotta hold u baby girl
Come here right under my arms where you're secure
Where you don't need to retend or act mature.
Where you can letchyo happiness insured
And then later on you can hope for more
मेरो मिठो सपना बनि आउनु है
बिपनी मा पनि आउनु है
सारा खुशीहरु समेटी
तिम्रो जिवनमा सजाई दिन्छु है
म बग्न चाहन्छु तिमी संगै
म हुन चाहन्छु तिमी संगै माया
म डुब्न चाहन्छु तिमी संगै सधैं सधैं
मेरो मिठो सपना बनि आउनु है
बिपनी मा पनि आउनु है
सारा खुशीहरु समेटी
तिम्रो जिवनमा सजाई दिन्छु है
तिम्रो आँखा भित्र लुकी बस्ने छु
आसुँ बनी झर्‍दीन है
सारा खुशीहरु समेटी
तिम्रो जीवनमा सजाईदिन्छु है
फुलहरु बाट बास्न चोरी ल्यायौ कि
जुन तारालाई आफ्नो मुहारमा सजायौ कि
बादललाई आफ्नो पक्षउरी बनायौ कि
तिम्रो त्यो प्रबिर्तीले मलाई लोभ्यायो नि
फुलहरु बाट बास्न चोरी ल्यायौ कि
जुन तारालाई आफ्नो मुहारमा सजायौ कि
बादललाई आफ्नो पक्षउरी बनायौ कि
तिम्रो त्यो प्रबिर्तीले मलाई लोभ्यायो नि"
GXSOUL,Satayera,"3 ContributorsSatayera Lyrics[Chorus: Priti]
सताएर फकाउने बानी तिम्रो
छ सार्है अनौठो हो..
तिमीलाई मैले बुझ्नै सकिन
रुवाएर हसाउने बानी तिम्रो
छ सार्है नराम्रो तर
तिमीसँग रिसाउन पनि सक्दिन

[Verse 1: Viber Bi]
सानी नानी तिमी मेरी पुतली बनी
खेल मेरो ओरिपरि सधै भरी माया दिउँला तिमीलाई आफ्नै ठानि
मनमा राखे हेर सोच्थे मैले पाइन केहि
तर आज यस्तो लाग्छ तिमी मेरै लागी होउ
माया जालमा पार्ने मै हू तिम्रो प्रेमि
जुन थियो First day तिमीलाई मैले देखे मनमा सँगाले
बिचित्रको रह्यो हेर मेरो त्यो समय
आज भावना पोख्न मैले गीत गाइदिए
बुझ्योउ होला मनको कुरा सबै पोखी दिए
तिम्रो सामु मनका सार कुरा खोली दिए
तीन शब्द मायाको मैले बोली दिए
मैले बोली दिए

[Chorus: Priti &  Binayak]
सताएर फकाउने बानी तिम्रो
छ सार्है अनौठो हो..
तिमीलाई मैले बुझ्नै सकिन
रुवाएर हसाउने बानी तिम्रो
छ सार्है नराम्रो तर
तिमीसँग रिसाउन पनि सक्दिन
जिस्क्याउँदा लजाउने बानी तिम्रो
छ सार्है अनौठो
मैले तिमीलाई सताएको छैन
मधुरो त्यो मुस्कान तिम्रो मुहारको
छ सार्है नै प्यारो
अब नजिस्क्याइ बस्न पनि सक्दिन
You might also like[Verse 2: Bullet Flo]
Get down with it,I know u love to do it in fronta mine
Yeah down to it if u thinkin of your next move to be done
My eyes on it,aint no place over here where u can hide
So get busy turn off the lights shorty bring it on for me
On to it better get it right on the block don't miss the spot on it
With a lil bita effort you can make it upto me
I aint never gon' ask fo' more if u shorty gonna promise me
The whole life you're up for me
Come here lil mami take a look at me coz I gotta thing u gotta see
Yeah you're looking good in that skin tight jeans and Im right here looking fabulous
You got my back,just interact,just want you to love me back
Talk word to word,walk toe to toe baby girl if you ever know!!!

[Chorus: Priti &  Binayak]
सताएर फकाउने बानी तिम्रो
छ सार्है अनौठो हो..
तिमीलाई मैले बुझ्नै सकिन
रुवाएर हसाउने बानी तिम्रो
छ सार्है नराम्रो तर
तिमीसँग रिसाउन पनि सक्दिन
जिस्क्याउँदा लजाउने बानी तिम्रो
छ सार्है अनौठो
मैले तिमीलाई सताएको छैन
मधुरो त्यो मुस्कान तिम्रो मुहारको
छ सार्है नै प्यारो
अब नजिस्क्याइ बस्न पनि सक्दिन
[Bridge: Priti & Binayak]
सुनौलो यो सम्बन्ध हामी दुबैको कुराकानीहरु
हामी बिचको सन्तुष्टि तिम्रो साथको लाग्छ सपना झै
आँखाहरु खोज्छन सधै मुस्कान त्यो तिम्रो कोमला मुहारकोको
झार्छन दुइ थोपा माया को आशु बनेर
सुनौलो यो सम्बन्ध हामी दुबैको कुराकानीहरु
हामी बिचको सन्तुष्टि तिम्रो साथको लाग्छ सपना झै
आँखाहरु खोज्छन सधै मुस्कान त्यो तिम्रो कोमला मुहारकोको
झार्छन दुइ थोपा माया को आशु बनेर

[Chorus: Binayak]
जिस्क्याउँदा लजाउने बानी तिम्रो
छ सार्है अनौठो
मैले तिमीलाई सताएको छैन
मधुरो त्यो मुस्कान तिम्रो मुहारको
छ सार्है नै प्यारो
अब नजिस्क्याइ बस्न पनि सक्दिनEmbed"
GXSOUL,Yo Timlay Garda Ho (James Shrestha),"1 ContributorYo Timlay Garda Ho (James Shrestha) Lyrics[Intro: James Shrestha]
तिम्रो मायालाई पाउन के के मैले गरिन?
तिम्रो त्यो रुपलाई हेर्दा दङ्ग म परिन
यो तिम्ले गर्दा हो (यो तिम्ले गर्दा हो)
तिम्रो त्यो रुपले (तिम्रो त्यो रुपले)
यो तिम्ले गर्दा हो (यो तिम्ले गर्दा हो)
तिम्रो त्यो हेराईले (तिम्ले गर्दा)

[Verse 1: Viber Bi]
अब तिमी नै मेरो सबै थेक हौ (सबै थेक हौ)
तिमीले न भनी के भो?
तिमी नै मेरो पहिलो प्राथमिकता हौ (प्राथमिकता हौ)
म सम्झिन्छु सधै तिम्रो लागि जे नि गर्छु
Don't have to worry, baby (Baby)
I'll make your life happy
You'll never feel sorry (Feel sorry)
घरिघरि हेर्छु घडी तिम्रो याद मन भरी
म गाउँछु मेरै गीत रात भरी (एइ)
हावासंगै उडी आउँछै
छोएर जान्छै फेरी
सताउने बानि तिम्रो, फकाउन आउदैन
रिसायौ भनी तिमी, म बोल्दै बोल्दिन
मनको कुरा फेरी म केहि भन्दिन
नहासे सम्म तिमी, म कुरै खोल्दिन

[Bridge: James Shrestha]
यो तिम्ले गर्दा हो (यो तिम्ले गर्दा हो)
तिम्रो त्यो रुपले (तिम्रो त्यो रुपले)
यो तिम्ले गर्दा हो (यो तिम्ले गर्दा हो)
तिम्रो त्यो हेराईले
तिम्ले गर्दा
तिम्रो मायालाई पाउन के के मैले गरिन?
तिम्रो त्यो रुपलाई हेर्दा दङ्ग म परिन
तिम्रो मायालाई पाउन के के मैले गरिन?
तिम्रो त्यो रुपलाई हेर्दा---
You might also like[Verse 2: Bullet Flo]
चित-चित पसिना काटेर बसी रहेको छु
खित-पिट यो मनमा भई रहेको छ
टिक-टिक भिते घडीमा चलि रहेको छ
किच-किच तिम्रो यहाँ सुन्नु परि रहेको छ
एकछिन म भई सुनी हेर मेरो कुरा
ढुक-ढुक मेरो मन किन गरि रहेको छ
उत्सुक भई बसी रहेको छु म यहाँ
तर तिमी किन म संग बिच्कि रहेको छौ
सकिन भनेर पनि कैले कहिँ गर्न पनि
थास्केरा बसेर पनि साध्य हुदैन नि
शब्दहरु कोरी बसे पनि त्यो कागजमा
क्षमा-याचना गरि सुख पइदैन
देखि दैन, मन भित्रको कुराहरु पोली-बोलि रहन्छ
छाती भित्रको यो मुटु पनि अल्झी रहन्छ
यो मस्तिस्क धेरै कुरा सम्झी
किनकि गर्छु तिमी मलाई बिरानो सरि
पौने छैनौ कैले पनि सुख तिमीले पनि
दिएर आंशुको भर मलाई, आँखा भरि
भेट्ने गर्छाै कि कसो तिमी पनि
आज भोलि अरु कसैलाई मेरो आखाँ छली?
ओ, मेरो आखाँ छली
हो निस्थुरी बनि
माफी मग्न पाउने छैनउ पछि तिमी पनि

[Hook: James Shrestha]
यो तिम्ले गर्दा हो (यो तिम्ले गर्दा हो)
तिम्रो त्यो रुपले (तिम्रो त्यो रुपले)
यो तिम्ले गर्दा हो (यो तिम्ले गर्दा हो)
तिम्रो त्यो हेराईले
तिम्ले गर्दा
तिम्रो मायालाई पाउन के के मैले गरिन
तिम्रो त्यो रुपलाई हेर्दा दङ्ग म परिन
तिम्रो मायालाई पाउन के के मैले गरिन
तिम्रो त्यो रुपलाई हेर्दा दङ्ग म परिन
तिम्रो मायालाई पाउन के के मैले गरिन
तिम्रो त्यो रुपलाई हेर्दा दङ्ग म परिन
तिम्रो मायालाई पाउन के के मैले गरिन
तिम्रो त्यो रुपलाई हेर्दा---
[Outro: James Shrestha]
बल्झिन छ मुटु सम्झेर
सक्दिन बिर्सन तिमीलाई
तिम्ले गर्दा
तिम्रो मायालाई पाउन
तिम्रो मायालाई पाउन
तिम्रो मायालाई पाउन
तिम्रो मायालाई पाउनEmbed"
GXSOUL,Maridinchu,"1 ContributorMaridinchu Lyrics[Verse 1: COD (Alis Rana) ]
तिम्रो त्यो(तिम्रो त्यो) सेक्सी बदनमा छुन म(छुन म) चाहन्छु
तिम्रो त्यो(तिम्रो त्यो) ओठमा चुम्न पाए म मरिदिन्छु
तिमिसंग हुने हरेक बाधा, तिमी सामु आउने हरेक अडचन
तिमिलाइ हसाउन जे होस कारण, चाहन्छौ भने तिमी भन

[Chorus: COD (Alis Rana) ]
म मरिदिन्छु, तिम्रो लागि म मरिदिन्छु
तिम्रो लागि म मरिदिन्छु
तिम्रो लागि म मरिदिन्छु, मरिदिन्छु
मरिदिन्छु, मरिदिन्छु म, म मरिदिन्छु
मरिदिन्छु म, म मरिदिन्छु
मरिदिन्छु, मरिदिन्छु, मरिदिन्छु

[Verse 2: GX Soul (Viber Bi) ]
सधैभरी तिम्रो साथमा बसिराख्ने मेरो चाहना
तिमी नै मेरो चोखो प्रेम, अरु त सब नाम का मात्र
मलाइ थाहा छ यहाँ हुन्छ कस्तो मन पोल्छ धेरै जस्तो को
देखेर हेर तिम्रो मेरो सम्बन्धमा हरदम बाधा र अडचन
तर म त हार्ने छैन तिमिसंगै बस्छु जे सुकै होस परिस्थिति
दुई मुटु एक धड्कन
चोखो बन्धन साथ पिरती, म बन्छु तिम्रो सारथि
छोड्नु सक्दिन तिम्रो साथ बरु छोडिदिन्छु म जिन्दगी

[Bridge: COD (Alis Rana) ]
तिमिलाइ सधैभरी(सधैभरी) चाहन्छु म धेरै
तिमिलाइ सधैभरी(सधैभरी) चाहन्छु म धेरै
You might also like[Chorus: COD (Alis Rana) ]
तिम्रो लागि म मरिदिन्छु
तिम्रो लागि म मरिदिन्छु
तिम्रो लागि म मरिदिन्छु
तिम्रो लागि म मरिदिन्छु, मरिदिन्छु
म मरिदिन्छु, तिम्रो लागि म मरिदिन्छु
तिम्रो लागि म मरिदिन्छु
तिम्रो लागि म मरिदिन्छु, मरिदिन्छु
मरिदिन्छु, मरिदिन्छु म
म मरिदिन्छु, मरिदिन्छु म
म मरिदिन्छु, मरिदिन्छु
मरिदिन्छु, मरिदिन्छुEmbed"
Rachana Dahal,Bhumari,"1 ContributorBhumari Lyrics[Verse 1]
शब्द मात्र रहेछन्
बोली भएछन् मन नराखी
स्पर्श उसको त्यो छुवाई
बोलाई र हँसाई भुल्नै बाँकी

[Chorus]
म, म सानो-सानो-सानो-सानो हुदै, आज
त्यो प्रशनोतरको भुमरीमा परि फेरि
फेरि हाम्रो भूलको सम्झना गर्दै, अब
के मतलब भो र?

[Verse 2]
आँखा चिम्लिए भने मायामा पर्ने
समयमा पुग्छु की?
दोहोर्याई त्यही गल्तीलाई
बोलाई र हँसाई भुल्नै बाँकी

[Chorus]
म, म सानो-सानो-सानो-सानो हुदै, आज
त्यो प्रशनोतरको भुमरीमा परि फेरि
फेरि हाम्रो भूलको सम्झना गर्दै, अब
के मतलब भो र?

[Bridge]
घुमी-घुमी, भुमरीमा गुमी
गल्ती तिम्रो, भूल हो मरो नि
घुमी-घुमी, भुमरीमा गुमी
गल्ती तिम्रो, भूल हो मरो नि
You might also like[Outro]
Yeah, yeah, oh-ohEmbed"
Rachana Dahal,Daagbatti,"1 ContributorDaagbatti Lyrics[Verse 1]
माथि खुवाएर घुस
फिर्ता लेराउन पाए हुन्थ्यो
नीलो तिम्रो लाशलाई
रातो पार्न पाए हुन्थ्यो

[Chorus]
पागल हुँदै छु कि के हो
तिमीसँग  मन मरे देखि
सुत्छु साहारा यी कागजको
हावाको धुवाँले

[Verse 2]
कालो रङ देख्छु सेतो
आकाशमा बादल चरा जस्तो
रुखैमा बत्ती झिलिमिलि
तारै पातमा झुन्डिएको

[Chorus]
पागल हुँदै छु कि के हो
तिमीसँग मन मरे देखि
सुत्छु साहारा यी कागजको
हावाको धुवाँले

[Verse 3]
कसको लागेको सराप
भाग्य नै अभागी रैछ मेरो
तिम्रो शरीर जलाउनुभन्दा
म् नै खरनी भए हुन्थ्यो
मलाइ थाहै भएन
कति दुख्यो भनेर
मलाइ थाहै दिएन
दिन दिन गनेर
ओ ओ ओ...
You might also like[Chorus]
पागल हुँदै छु कि के हो
तिमीसँग  मन मरे देखि
सुत्छु साहारा यी कागजको
हावाको धुवाँलेEmbed"
