Artist,Song Title,Lyrics
Nepathya,Rato Ra Chandra Surya,"2 ContributorsRato Ra Chandra Surya Lyricsरातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत सरी यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्य
हिमाल झै अटल यो झुकेन यो कहिल्यै
लत्रेन यो कहिले जङ्गी निशान हाम्रो
यो जन्मदै जगतमा कयौ प्रहार आए
साम्राज्य दुई हारे हारेन यो शान हाम्रो
रातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत श्री यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्य
जब सम्म चन्द्र र सुर्य आकाशमा रहन्छन
तब सम्म हुन्छ आफ्नै रातो रगत यो हाम्रो
गाई सारी छन साधु जो जो यहाँ जगतमा
सबको शरण बलियो जङ्गी निशान हाम्रो
रातो र चन्द्र सुर्य जङ्गी निशान हाम्रो
जिउंदो रगत सरी यो वल्दो यो शान हाम्रो
रातो र चन्द्र सुर्यYou might also likeEmbed"
Nepathya,Jogale Huncha Bhet,"1 ContributorJogale Huncha Bhet Lyricsजोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट

मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
सिपालुलाई कलम मसी
मखंडीलाई खरी
सिपालुलाई कलम मसी
मखंडीलाई खरी
तपाइँ हामी भेट भयो
तपाइँ हामी भेट भयो
सपना जस्तो गरी
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
उभई जाने सिमली भुवा
उधई जाने खोला
उभई जाने सिमली भुवा
उधई जाने खोला
ज्याम्राजले क्षमा राखे
ज्याम्राजले क्षमा राखे
समय सालमा भेट होला
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झना
जोगले हुन्छ भेट
मायाले हुन्छ सम्झनाYou might also likeEmbed"
Nepathya,Jomsome Bazar ma,"हे हेहे हे हो हो हो
हावा सरर
जोमसोमै बजारमा
बाह्र बजे हावा सरर
जोमसोमै बजारमा
बाह्र बजे हावा सरर
ए हजुर घर हाम्रो पोखरा
अहिले सम्म भाछैन घरबार
घर हाम्रो पोखरा
त्यो डाँडा ढाक्यो कुहिरोले
आझ पानी परेन लैबरी (लै बरिलै)
त्यो डाँडा ढाक्यो कुहिरोले (कुहिरोले)
आझ पानी परेन लैबरी (लै बरिलै)
दिल चुँडी लग्यो निष्ठुरीले
मनको व्यथा बुझाउन लैबरी लै
जोमसोमै बजारमा
बाह्र बजे हावा सरर
ए हजुर घर हाम्रो पोखरा
अहिले सम्म भाछैन घरबार
घर हाम्रो पोखरा
जिन्दगी बगेको पानी हो
फेरी फर्की आउँदैन लैबरी (लै बरिलै)
जिन्दगी बगेको पानी हो (पानी हो)
फेरी फर्की आउँदैन लैबरी (लै बरिलै)
लगाईहालौँ माया यै बेला
यस्तो मौका आउँदैन लै बरिलै
जोमसोमै बजारमा
बाह्र बजे हावा सरर
जोमसोमै बजारमा
बाह्र बजे हावा सरर
ए हजुर घर हाम्रो पोखरा
अहिले सम्म भाछैन घरबार
घर हाम्रो पोखरा
अहिले सम्म भाछैन घरबार
घर हाम्रो पोखरा
अहिले सम्म भाछैन घरबार
घर हाम्रो पोखरा
अहिले सम्म भाछैन घरबार"
Nepathya,Taal Ko Pani,"1 ContributorTaal Ko Pani Lyrics[Intro]
लहै...

[Chorus]
तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?
तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?

तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?
तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?

[Interlude]
हुरररर
अायो, अायो, अायो

[Verse 1]
हाँगो नाँच्ने बन्चरी त आकाशैको बाज
जुगौँ भयो पिरिम् भाको बल्ल भेटे आज
सुनको अम्ठी शिलमुन्द्री साथ लिई आम्ला
बात लागे नेपाल जाम्ला, ऋण परे तिरम्ला, हे!

[Chorus]
तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?
तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?
You might also like[Refrain]
लहै... स्याबा, हुरर
हैया!

[Verse 2]
सत्ते जुगको चकमक कली युगको सलाई
रातको नीद दिनको सुर्ता साध्य छैन मलाई
फुलपाती देउरालीलाई भाकल गरी आएँ
ज्यानको माया पाऊँ भनी कसम खाएँ, हे!

[Chorus]
तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?
तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?

तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?
तालको पानी माछीले खाने
पिरिमसित जाने कि नजाने?

[Bridge]
लहै...
स्याबासरी, स्याबा, स्याबा
हुर, हुरररररर
लहै... स्याबा
[Outro]
उठ्यो, बस्यो, उठ्यो!
उठ्यो, बस्यो, उठ्यो!
उठ्यो, बस्यो!
उठ्यो, बस्यो, उठ्यो, बस्यो!
उठ्यो, बस्यो!Embed"
Nepathya,Sa Karnali,"1 ContributorSa Karnali Lyrics[Verse 1]
सा जौँका बारी गाउँका पुल कम्पनी
सा पुल बन्दि जया बैनै कम्पनी
सा हास्दै खेल्दै दिन काटम्ला कम्पनी
सा घरबार्या न भया बैनै कम्पनी

[Chorus]
झल्काइ देउ झाल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झाल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झाल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झाल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ

[Verse 2]
सा पुर्सो डाँफे इजार खन्दो कम्पनी
सा माउ डाँफ्या जिलाउँदो बैनै कम्पनी
सा कुहिरी जान लाग्न्या माया कम्पनी
सा हिउजा नबिलाउँदो बैनै कम्पनी

[Chorus]
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
You might also like[Verse 3]
सा बाटै मुनि गयल पाक्यो कम्पनी
सा निउताई देउ र खान्छु बरै कम्पनी
सा माया देउ र खल्ती हाल्छु कम्पनी
सा बिदा देउ र जान्छु बरै कम्पनी

[Outro]
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउ
झल्काइ देउ झल्काइ देउ
गलैको कम्पनी माला झल्काइ देउEmbed"
Nepathya,Bhedako Oon Jasto,"2 ContributorsBhedako Oon Jasto Lyrics[Intro]
ओ हो हो हो हो हो
ओ हो हो हो हो हो
ओ हो हो हो हो हो

[Verse 1]
आकाशबाट क्या उडि आयो?
आकाशबाट के उडि आयो?
भेडाको उन जस्तो हो हो
भेडाको उन जस्तो
भेडाको उन जस्तो हो हो हो हो
भेडाको उन जस्तो
मायाको फोटो म खिची लान्छ
मायाको फोटो मै खिची लान्छ
पुर्नेको जुन जस्तो हो हो
पुर्नेको जुन जस्तो
पुर्नेको जुन जस्तो हो हो हो हो
पुर्नेको जुन जस्तो

[Chorus]
ओ हो हो हो हो हो
ओ हो हो हो हो हो

[Verse 2]
हिउको धर्सो पग्लेर आयो
हिउको धेर्सो पग्लेर आयो
चौरिको दूध जस्तो हो हो
चौरिको दूध जस्तो
चौरिको दूध जस्तो हो हो हो हो
चौरिको दूध जस्तो
आजको साइत म बहि आउछु
आजको साइत मै बहि आउछु
झुल्केको घाम जस्तो हो हो
झुल्केको घाम जस्तो
झुल्केको घाम जस्तो हो हो हो हो
झुल्केको घाम जस्तो
You might also like[Chorus]
ओ हो हो हो हो हो
ओ हो हो हो हो हो

[Verse 3]
डाफेले भन्छ खोरोली ल्यायो
डाफेले भन्छ खोरोली ल्यायो
बुकिको फूल जस्तो हो हो
बुकिको फुल जस्तो
बुकिको फूल जस्तो हो हो
बुकिको फूल जस्तो
ढुङामा मुर्ती म खोपी जान्छ
ढुङामा मुर्ती मै खोपि जान्छ
तिम्बरै रुम्बा जस्तो हो हो
तिम्बरै रुम्बा जस्तो
तिम्बरै रुम्बा जस्तो हो हो हो हो
तिम्बरै रुम्बा जस्तो

[Outro]
ओ हो हो हो हो हो
ओ हो हो हो हो हो
ओ हो हो हो हो हो
ओ हो हो हो हो हो
ओ हो हो हो हो हो
ओ हो हो हो हो हो
ओ हो हो हो हो हो
ओ हो हो हो हो हो
ओ हो हो हो हो होEmbed"
Nepathya,Reshamm,"1 ContributorTranslationsRomanizationReshamm Lyrics[Intro]
रेशम, रेशम

[Verse 1]
सानोमा सानो कमलको हाँगा, रेशम
सानोमा सानो कमलको हाँगा, रेशम
कोपिला बस्यो नङले गोडेर हो, रेशम
अस्तिको कुरा बिर्सयौ कि कुन्नि, रेशम
अस्तिको कुरा बिर्सयौ कि कुन्नि, रेशम
म फिर्ने छैन तिमीलाई छोडेर हो, रेशम
तिमीलाई हो, छोडेर हो, रेशम, रेशम

[Verse 2]
हरियो राम्रो बासको झ्याङ्मा, रेशम
हरियो राम्रो बासको झ्याङ्मा, रेशम
गुड बनाइ बस्यो तितेको बारुला हो, रेशम
नक्कली आँखा नझिम्क्याउ मलाई, रेशम
नक्कली आँखा नझिम्क्याउ मलाई, रेशम
यो माया सम्झी रोइ हिड्ने पारुला हो, रेशम
रोइ हिड्ने पारुला हो, रेशम, रेशम

[Verse 3]
कात्दै र खिप्दै बिनायो बाजा, रेशम
कात्दै र खिप्दै बिनायो बाजा, रेशम
मुखको तालमा बज्दछ गम्केर हो, रेशम
अल्लारे ठिटी जिस्काउछे मलाई, रेशम
अल्लारे ठिटी जिस्काउछे मलाई, रेशम
पिरती छाडी काँहा जाली उम्केर हो, रेशम
काँहा जाली उम्केर हो, रेशम, रेशम
You might also like[Outro]
रेशम, रेशम, रेशम, रेशम
रेशम, रेशम, रेशम, रेशम
रेशम, रेशम, रेशम, रेशम
रेशम, रेशमEmbed"
Nepathya,Maya Garne Bani,"1 ContributorTranslationsRomanizationMaya Garne Bani Lyrics[Chorus]
माया गर्ने बानी, उल्टै गर्छ हानी
छुटी दैन केहि गर्दा पनि, लागेको बानी
छुटी दैन केहि गर्दा पनि, लागेको बानी
माया गर्ने बानी

[Verse 1]
छोडी देउ बितेका कुरा, आउने दिनको ख्याल गर
छोडी देउ बितेका कुरा, आउने दिनको ख्याल गर
कोइ हुदै नन बाटो देखाऊने आफ्नो भर आफै पर
कोइ हुदै नन बाटो देखाऊने आफ्नो भर आफै पर

[Chorus]
माया गर्ने बानी, उल्टै गर्छ हानी
छुटी दैन केहि गर्दा पनि, लागेको बानी
छुटी दैन केहि गर्दा पनि, लागेको बानी
माया गर्ने बानी

[Verse 2]
के ठेगान यो जिन्दगीको? भरोसा आज कि भोलि
के ठेगान यो जिन्दगीको? भरोसा आज कि भोलि
फर्खी आउदै नन सम्झेर कोइ बोलि दिल खोलेर सोची
फर्खी आउदै नन सम्झेर कोइ बोलि दिल खोलेर सोची

[Outro]
माया गर्ने बानी, उल्टै गर्छ हानी
छुटी दैन केहि गर्दा पनि, लागेको बानी
छुटी दैन केहि गर्दा पनि, लागेको बानी
माया गर्ने बानी, उल्टै गर्छ हानी
छुटी दैन केहि गर्दा पनि, लागेको बानी
छुटी दैन केहि गर्दा पनि, लागेको बानीYou might also likeEmbed"
Nepathya,Salaijyo,"1 ContributorSalaijyo Lyricsलाग्यो कुहिरो दिनभरी
हे हे हे हे हे हे
छुटाउन छिन घडी

आ है लेकको कुहिरो औल झर्यो
आ है सालैजो लाग्यो कुहिरो दिनभरी
लाग्यो कुहिरो दिनभरी
आ है माया र लाउन
किन मुस्किल भयो
आ है सालैजो छुटाउन छिन घडी
छुटाउन छिन घडी
हे हे हे हे हे हे
तल पर्यो कुना पानी
हे हे हे हे हे हे
कल्ले देला सुन-पानी
आ है माथिल्लै पर्यो गोगाको डाँडा
आ है सालैजो तल पर्यो कुना पानी
तल पर्यो कुना पानी
आ है विदेशको ठाउँमा मै मरि जाम्ला
आ है सालैजो कल्ले देला सुन-पानी
कल्ले देला सुन-पानी
हे हे हे हे हे हे
घुमाउने घामछाया
हे हे हे हे हे हे
दुईदिने रामछाया
आ है तोलाकोट गावैमा असिना-पानी
आ है सालैजो घुमाउने घामछाया
घुमाउने घामछाया
आ है के लानु छ र के दिनु छ र
आ है सालैजो दुईदिने रामछाया
दुईदिने रामछाया
हे हे हे हे हे हे
आ है हे हे आ है हे हे आ है
आ है सालैजो
ओहो हो हो
ओहो हो हो
ओहो हो होYou might also likeEmbed"
Nepathya,Siran Ma Photo Cha,"1 ContributorSiran Ma Photo Cha Lyricsमै मरि जाउँला जीवन छोटो छ
मै मरि जाउँला जीवन छोटो छ
हो लेखेको सम्झना चेथेर नफाल

सिरानमा फोटो छ सिरानमा फोटो छ
मै मरि जाउँला जीवन छोटो छ
मै मरि जाउँला जीवन छोटो छ
हो लेखेको सम्झना चेथेर नफाल
सिरानमा फोटो छ सिरानमा फोटो छ
सेतो कागतमा मनको रङ्गले
फूलबुट्टा भरि पठाछु
जतन गरी बाचेर मनले
जवाफ लेखी पठाउनु
हो जवाफ लेखी पठाउनु
मै मरि जाउँला जीवन छोटो छ
मै मरि जाउँला जीवन छोटो छ
हो लेखेको सम्झना चेथेर नफाल
सिरानमा फोटो छ सिरानमा फोटो छ
आकाशै ज्यानको त्यो खुर्पी जून
तुम्बाको लोँदुली छेकनी
भेटघाट सपनी जस्तो
यो मन के गरी बुझाउनी
हो यो मन के गरी बुझाउनी
मै मरि जाउँला जीवन छोटो छ
मै मरि जाउँला जीवन छोटो छ
हो लेखेको सम्झना चेथेर नफाल
सिरानमा फोटो छ सिरानमा फोटो छ
सिरानमा फोटो छ सिरानमा फोटो छ
सिरानमा फोटो छ सिरानमा फोटो छYou might also likeEmbed"
Sajjan Raj Vaidya,"Hataarindai, Bataasindai","3 ContributorsTranslationsRomanizationHataarindai, Bataasindai Lyrics[Chorus]
कता कता छौ, कुन रुपमा?
कुन सोचमा, हराउँदै?
कुन गीतको, कुन बोलमा?
आफैलाई, पहिल्याउँदै
पर्खि बसेछु, म बोकेर
यो माया मेरो, दिन तिमीलाई
आउनु म कहाँ, माया तिमी
हतारिंदै, बतासिंदै

[Bridge]
हो-ओ-हो-ओ
हो-हो

[Verse]
तिम्रो र मेरो, हाम्रो कथाको
शिर्षक धैर्य बनिसकेछ
तिमीलाई नदेखी, तिम्रो अनुहार
आँखामा मेरो बसिसकेछ, माया

[Instrumental]

[Hook]
शिशिरको अँगारले भाकेछ तिम्रो आगमन
यै मायामा निसासिने कस्तो हाम्रो यो पागलपन?
शिशिरको अँगारले भाकेछ तिम्रो आगमन
यै मायामा निसासिने कस्तो हाम्रो यो पागलपन?
You might also like[Chorus]
कता कता छौ, कुन रुपमा?
कुन सोचमा, हराउँदै?
कुन गीतको, कुन बोलमा?
आफैलाई, पहिल्याउँदै
पर्खी बसेछाै कि बोकेर?
त्यो माया तिम्रो दिन मलाई
आउदैछु माया तिमी कहाँ
हतारिंदै, बतासिंदै1Embed"
